소비일자,소비업종,성별,연령대,소비건수
20191001,미용,여성,50대,38345
20191001,미용,여성,60대,15188
20191001,백화점/상품권/아울렛,남성,20대,16979
20191001,백화점/상품권/아울렛,남성,30대,64052
20191001,백화점/상품권/아울렛,남성,40대,66420
20191001,백화점/상품권/아울렛,남성,50대,36041
20191001,백화점/상품권/아울렛,남성,60대,19719
20191001,백화점/상품권/아울렛,여성,20대,41050
20191001,백화점/상품권/아울렛,여성,30대,110121
20191001,백화점/상품권/아울렛,여성,40대,113589
20191001,백화점/상품권/아울렛,여성,50대,84606
20191001,백화점/상품권/아울렛,여성,60대,45375
20191001,스포츠/문화/레저,남성,20대,75227
20191001,스포츠/문화/레저,남성,30대,78918
20191001,스포츠/문화/레저,남성,40대,86165
20191001,스포츠/문화/레저,남성,50대,66441
20191001,스포츠/문화/레저,남성,60대,29250
20191001,스포츠/문화/레저,여성,20대,38723
20191001,스포츠/문화/레저,여성,30대,41535
20191001,스포츠/문화/레저,여성,40대,63670
20191001,스포츠/문화/레저,여성,50대,60811
20191001,스포츠/문화/레저,여성,60대,23252
20191001,여행/교통,남성,20대,22674
20191001,여행/교통,남성,30대,62909
20191001,여행/교통,남성,40대,81128
20191001,여행/교통,남성,50대,63266
20191001,여행/교통,남성,60대,26542
20191001,여행/교통,여성,20대,27213
20191001,여행/교통,여성,30대,42713
20191001,여행/교통,여성,40대,49328
20191001,여행/교통,여성,50대,40290
20191001,여행/교통,여성,60대,16179
20191001,요식/유흥,남성,20대,424045
20191001,요식/유흥,남성,30대,923865
20191001,요식/유흥,남성,40대,1093688
20191001,요식/유흥,남성,50대,732229
20191001,요식/유흥,남성,60대,295709
20191001,요식/유흥,여성,20대,501114
20191001,요식/유흥,여성,30대,763218
20191001,요식/유흥,여성,40대,950248
20191001,요식/유흥,여성,50대,634262
20191001,요식/유흥,여성,60대,227440
20191001,의료,남성,20대,51595
20191001,의료,남성,30대,230671
20191001,의료,남성,40대,320794
20191001,의료,남성,50대,244670
20191001,의료,남성,60대,208544
20191001,의료,여성,20대,99356
20191001,의료,여성,30대,267031
20191001,의료,여성,40대,292965
20191001,의료,여성,50대,269067
20191001,의료,여성,60대,193906
20191001,자동차,남성,20대,13139
20191001,자동차,남성,30대,41755
20191001,자동차,남성,40대,55238
20191001,자동차,남성,50대,43443
20191001,자동차,남성,60대,22700
20191001,자동차,여성,20대,6682
20191001,자동차,여성,30대,21553
20191001,자동차,여성,40대,27349
20191001,자동차,여성,50대,24031
20191001,자동차,여성,60대,9342
20191001,주유,남성,20대,45202
20191001,주유,남성,30대,151240
20191001,주유,남성,40대,229892
20191001,주유,남성,50대,210531
20191001,주유,남성,60대,116917
20191001,주유,여성,20대,23141
20191001,주유,여성,30대,67414
20191001,주유,여성,40대,101432
20191001,주유,여성,50대,94618
20191001,주유,여성,60대,41636
20191001,패션/잡화,남성,20대,8669
20191001,패션/잡화,남성,30대,18025
20191001,패션/잡화,남성,40대,22963
20191001,패션/잡화,남성,50대,19329
20191001,패션/잡화,남성,60대,11688
20191001,패션/잡화,여성,20대,21940
20191001,패션/잡화,여성,30대,28172
20191001,패션/잡화,여성,40대,39333
20191001,패션/잡화,여성,50대,43328
20191001,패션/잡화,여성,60대,24623
20191001,편의점,남성,20대,412500
20191001,편의점,남성,30대,704243
20191001,편의점,남성,40대,652597
20191001,편의점,남성,50대,337226
20191001,편의점,남성,60대,90351
20191001,편의점,여성,20대,279349
20191001,편의점,여성,30대,317569
20191001,편의점,여성,40대,333744
20191001,편의점,여성,50대,215891
20191001,편의점,여성,60대,60257
20191001,할인점/마트,남성,20대,137593
20191001,할인점/마트,남성,30대,452366
20191001,할인점/마트,남성,40대,634316
20191001,할인점/마트,남성,50대,443915
20191001,할인점/마트,남성,60대,254078
20191001,할인점/마트,여성,20대,156605
20191001,할인점/마트,여성,30대,445898
20191001,할인점/마트,여성,40대,643034
20191001,할인점/마트,여성,50대,562353
20191001,할인점/마트,여성,60대,312643
20191002,가전/가구,남성,20대,8080
20191002,가전/가구,남성,30대,23471
20191002,가전/가구,남성,40대,33143
20191002,가전/가구,남성,50대,32150
20191002,가전/가구,남성,60대,17767
20191002,가전/가구,여성,20대,7728
20191002,가전/가구,여성,30대,15541
20191002,가전/가구,여성,40대,25120
20191002,가전/가구,여성,50대,26539
20191002,가전/가구,여성,60대,13474
20191002,가정생활/서비스,남성,20대,497
20191002,가정생활/서비스,남성,30대,1381
20191002,가정생활/서비스,남성,40대,2350
20191002,가정생활/서비스,남성,50대,1914
20191002,가정생활/서비스,남성,60대,1221
20191002,가정생활/서비스,여성,20대,411
20191002,가정생활/서비스,여성,30대,1092
20191002,가정생활/서비스,여성,40대,1873
20191002,가정생활/서비스,여성,50대,2109
20191002,가정생활/서비스,여성,60대,1209
20191002,교육/학원,남성,20대,8091
20191002,교육/학원,남성,30대,29916
20191002,교육/학원,남성,40대,75229
20191002,교육/학원,남성,50대,30673
20191002,교육/학원,남성,60대,6749
20191002,교육/학원,여성,20대,12556
20191002,교육/학원,여성,30대,44082
20191002,교육/학원,여성,40대,80833
20191002,교육/학원,여성,50대,25505
20191002,교육/학원,여성,60대,6357
20191002,미용,남성,20대,17724
20191002,미용,남성,30대,31238
20191002,미용,남성,40대,34760
20191002,미용,남성,50대,22960
20191002,미용,남성,60대,7858
20191002,미용,여성,20대,37135
20191002,미용,여성,30대,37019
20191002,미용,여성,40대,41396
20191002,미용,여성,50대,35307
20191002,미용,여성,60대,13680
20191002,백화점/상품권/아울렛,남성,20대,17903
20191002,백화점/상품권/아울렛,남성,30대,66686
20191002,백화점/상품권/아울렛,남성,40대,70160
20191002,백화점/상품권/아울렛,남성,50대,39380
20191002,백화점/상품권/아울렛,남성,60대,21150
20191002,백화점/상품권/아울렛,여성,20대,43799
20191002,백화점/상품권/아울렛,여성,30대,111691
20191002,백화점/상품권/아울렛,여성,40대,116508
20191002,백화점/상품권/아울렛,여성,50대,88646
20191002,백화점/상품권/아울렛,여성,60대,44933
20191002,스포츠/문화/레저,남성,20대,88805
20191002,스포츠/문화/레저,남성,30대,86004
20191002,스포츠/문화/레저,남성,40대,87808
20191002,스포츠/문화/레저,남성,50대,64064
20191002,스포츠/문화/레저,남성,60대,25222
20191002,스포츠/문화/레저,여성,20대,42286
20191002,스포츠/문화/레저,여성,30대,42084
20191002,스포츠/문화/레저,여성,40대,68381
20191002,스포츠/문화/레저,여성,50대,55749
20191002,스포츠/문화/레저,여성,60대,18846
20191002,여행/교통,남성,20대,24620
20191002,여행/교통,남성,30대,64561
20191002,여행/교통,남성,40대,84578
20191002,여행/교통,남성,50대,61884
20191002,여행/교통,남성,60대,24255
20191002,여행/교통,여성,20대,29246
20191002,여행/교통,여성,30대,46542
20191002,여행/교통,여성,40대,52893
20191002,여행/교통,여성,50대,40735
20191002,여행/교통,여성,60대,14272
20191002,요식/유흥,남성,20대,421741
20191002,요식/유흥,남성,30대,913591
20191002,요식/유흥,남성,40대,1083693
20191002,요식/유흥,남성,50대,719130
20191002,요식/유흥,남성,60대,275482
20191002,요식/유흥,여성,20대,493658
20191002,요식/유흥,여성,30대,719264
20191002,요식/유흥,여성,40대,889418
20191002,요식/유흥,여성,50대,589180
20191002,요식/유흥,여성,60대,203946
20191002,의료,남성,20대,46554
20191002,의료,남성,30대,209961
20191002,의료,남성,40대,297112
20191002,의료,남성,50대,231768
20191002,의료,남성,60대,196051
20191002,의료,여성,20대,87956
20191002,의료,여성,30대,239172
20191002,의료,여성,40대,271183
20191002,의료,여성,50대,245972
20191002,의료,여성,60대,172363
20191002,자동차,남성,20대,12209
20191002,자동차,남성,30대,39260
20191002,자동차,남성,40대,51621
20191002,자동차,남성,50대,39963
20191002,자동차,남성,60대,20153
20191002,자동차,여성,20대,6163
20191002,자동차,여성,30대,19284
20191002,자동차,여성,40대,26019
20191002,자동차,여성,50대,21078
20191002,자동차,여성,60대,8364
20191002,주유,남성,20대,40998
20191002,주유,남성,30대,139920
20191002,주유,남성,40대,207681
20191002,주유,남성,50대,186203
20191002,주유,남성,60대,97775
20191002,주유,여성,20대,20219
20191002,주유,여성,30대,58814
20191002,주유,여성,40대,88716
20191002,주유,여성,50대,82943
20191002,주유,여성,60대,35036
20191002,패션/잡화,남성,20대,7739
20191002,패션/잡화,남성,30대,14814
20191002,패션/잡화,남성,40대,18497
20191002,패션/잡화,남성,50대,15197
20191002,패션/잡화,남성,60대,8887
20191002,패션/잡화,여성,20대,18885
20191002,패션/잡화,여성,30대,22523
20191002,패션/잡화,여성,40대,30157
20191002,패션/잡화,여성,50대,29944
20191002,패션/잡화,여성,60대,17051
20191002,편의점,남성,20대,388730
20191002,편의점,남성,30대,658007
20191002,편의점,남성,40대,594371
20191002,편의점,남성,50대,307524
20191002,편의점,남성,60대,81576
20191002,편의점,여성,20대,267672
20191002,편의점,여성,30대,289767
20191002,편의점,여성,40대,297780
20191002,편의점,여성,50대,196300
20191002,편의점,여성,60대,53969
20191002,할인점/마트,남성,20대,127631
20191002,할인점/마트,남성,30대,430236
20191002,할인점/마트,남성,40대,594759
20191002,할인점/마트,남성,50대,413147
20191002,할인점/마트,남성,60대,227810
20191002,할인점/마트,여성,20대,141734
20191002,할인점/마트,여성,30대,397347
20191002,할인점/마트,여성,40대,564394
20191002,할인점/마트,여성,50대,496357
20191002,할인점/마트,여성,60대,271332
20191003,가전/가구,남성,20대,9466
20191003,가전/가구,남성,30대,29500
20191003,가전/가구,남성,40대,39288
20191003,가전/가구,남성,50대,35952
20191003,가전/가구,남성,60대,19056
20191003,가전/가구,여성,20대,9888
20191003,가전/가구,여성,30대,21524
20191003,가전/가구,여성,40대,29548
20191003,가전/가구,여성,50대,30599
20191003,가전/가구,여성,60대,14845
20191003,가정생활/서비스,남성,20대,399
20191003,가정생활/서비스,남성,30대,4280
20191003,가정생활/서비스,남성,40대,5020
20191003,가정생활/서비스,남성,50대,1464
20191003,가정생활/서비스,남성,60대,496
20191003,가정생활/서비스,여성,20대,1941
20191003,가정생활/서비스,여성,30대,25971
20191003,가정생활/서비스,여성,40대,10168
20191003,가정생활/서비스,여성,50대,1087
20191003,가정생활/서비스,여성,60대,387
20191003,교육/학원,남성,20대,7953
20191003,교육/학원,남성,30대,42869
20191003,교육/학원,남성,40대,65904
20191003,교육/학원,남성,50대,23524
20191003,교육/학원,남성,60대,5658
20191003,교육/학원,여성,20대,14456
20191003,교육/학원,여성,30대,49921
20191003,교육/학원,여성,40대,63615
20191003,교육/학원,여성,50대,19048
20191003,교육/학원,여성,60대,4843
20191003,미용,남성,20대,28021
20191003,미용,남성,30대,54627
20191003,미용,남성,40대,64077
20191003,미용,남성,50대,36890
20191003,미용,남성,60대,9283
20191003,미용,여성,20대,55009
20191003,미용,여성,30대,54090
20191003,미용,여성,40대,67334
20191003,미용,여성,50대,46052
20191003,미용,여성,60대,16820
20191003,백화점/상품권/아울렛,남성,20대,44937
20191003,백화점/상품권/아울렛,남성,30대,182708
20191003,백화점/상품권/아울렛,남성,40대,211273
20191003,백화점/상품권/아울렛,남성,50대,91169
20191003,백화점/상품권/아울렛,남성,60대,32658
20191003,백화점/상품권/아울렛,여성,20대,94112
20191003,백화점/상품권/아울렛,여성,30대,223042
20191003,백화점/상품권/아울렛,여성,40대,249980
20191003,백화점/상품권/아울렛,여성,50대,143098
20191003,백화점/상품권/아울렛,여성,60대,61553
20191003,스포츠/문화/레저,남성,20대,141127
20191003,스포츠/문화/레저,남성,30대,172740
20191003,스포츠/문화/레저,남성,40대,198817
20191003,스포츠/문화/레저,남성,50대,118089
20191003,스포츠/문화/레저,남성,60대,36364
20191003,스포츠/문화/레저,여성,20대,73760
20191003,스포츠/문화/레저,여성,30대,101256
20191003,스포츠/문화/레저,여성,40대,132445
20191003,스포츠/문화/레저,여성,50대,82537
20191003,스포츠/문화/레저,여성,60대,27084
20191003,여행/교통,남성,20대,32041
20191003,여행/교통,남성,30대,81580
20191003,여행/교통,남성,40대,104410
20191003,여행/교통,남성,50대,63855
20191003,여행/교통,남성,60대,25718
20191003,여행/교통,여성,20대,36147
20191003,여행/교통,여성,30대,63232
20191003,여행/교통,여성,40대,69564
20191003,여행/교통,여성,50대,45849
20191003,여행/교통,여성,60대,16147
20191003,요식/유흥,남성,20대,520599
20191003,요식/유흥,남성,30대,1135234
20191003,요식/유흥,남성,40대,1343405
20191003,요식/유흥,남성,50대,842764
20191003,요식/유흥,남성,60대,333597
20191003,요식/유흥,여성,20대,579107
20191003,요식/유흥,여성,30대,832716
20191003,요식/유흥,여성,40대,1036962
20191003,요식/유흥,여성,50대,659367
20191003,요식/유흥,여성,60대,233348
20191003,의료,남성,20대,16344
20191003,의료,남성,30대,81661
20191003,의료,남성,40대,88958
20191003,의료,남성,50대,50921
20191003,의료,남성,60대,30105
20191003,의료,여성,20대,29171
20191003,의료,여성,30대,77116
20191003,의료,여성,40대,65727
20191003,의료,여성,50대,45731
20191003,의료,여성,60대,25047
20191003,자동차,남성,20대,14017
20191003,자동차,남성,30대,43614
20191003,자동차,남성,40대,47512
20191003,자동차,남성,50대,33563
20191003,자동차,남성,60대,14718
20191003,자동차,여성,20대,7849
20191003,자동차,여성,30대,20167
20191003,자동차,여성,40대,21049
20191003,자동차,여성,50대,15696
20191003,자동차,여성,60대,5958
20191003,주유,남성,20대,52109
20191003,주유,남성,30대,165406
20191003,주유,남성,40대,228662
20191003,주유,남성,50대,192483
20191003,주유,남성,60대,95184
20191003,주유,여성,20대,25486
20191003,주유,여성,30대,69198
20191003,주유,여성,40대,93377
20191003,주유,여성,50대,88030
20191003,주유,여성,60대,36744
20191003,패션/잡화,남성,20대,16460
20191003,패션/잡화,남성,30대,37239
20191003,패션/잡화,남성,40대,49209
20191003,패션/잡화,남성,50대,31376
20191003,패션/잡화,남성,60대,14229
20191003,패션/잡화,여성,20대,40484
20191003,패션/잡화,여성,30대,49251
20191003,패션/잡화,여성,40대,67525
20191003,패션/잡화,여성,50대,51133
20191003,패션/잡화,여성,60대,24585
20191003,편의점,남성,20대,390399
20191003,편의점,남성,30대,660317
20191003,편의점,남성,40대,607516
20191003,편의점,남성,50대,308417
20191003,편의점,남성,60대,86484
20191003,편의점,여성,20대,247829
20191003,편의점,여성,30대,294647
20191003,편의점,여성,40대,304493
20191003,편의점,여성,50대,190289
20191003,편의점,여성,60대,56854
20191003,할인점/마트,남성,20대,159735
20191003,할인점/마트,남성,30대,618251
20191003,할인점/마트,남성,40대,887595
20191003,할인점/마트,남성,50대,582340
20191003,할인점/마트,남성,60대,299774
20191003,할인점/마트,여성,20대,183644
20191003,할인점/마트,여성,30대,532346
20191003,할인점/마트,여성,40대,756751
20191003,할인점/마트,여성,50대,639867
20191003,할인점/마트,여성,60대,330996
20191004,가전/가구,남성,20대,11389
20191004,가전/가구,남성,30대,33999
20191004,가전/가구,남성,40대,49111
20191004,가전/가구,남성,50대,45680
20191004,가전/가구,남성,60대,24893
20191004,가전/가구,여성,20대,11689
20191004,가전/가구,여성,30대,25532
20191004,가전/가구,여성,40대,36611
20191004,가전/가구,여성,50대,38594
20191004,가전/가구,여성,60대,18609
20191004,가정생활/서비스,남성,20대,509
20191004,가정생활/서비스,남성,30대,2045
20191004,가정생활/서비스,남성,40대,3574
20191004,가정생활/서비스,남성,50대,2573
20191004,가정생활/서비스,남성,60대,1556
20191004,가정생활/서비스,여성,20대,561
20191004,가정생활/서비스,여성,30대,1704
20191004,가정생활/서비스,여성,40대,3073
20191004,가정생활/서비스,여성,50대,2626
20191004,가정생활/서비스,여성,60대,1421
20191004,교육/학원,남성,20대,8998
20191004,교육/학원,남성,30대,39629
20191004,교육/학원,남성,40대,90686
20191004,교육/학원,남성,50대,34006
20191004,교육/학원,남성,60대,7325
20191004,교육/학원,여성,20대,15576
20191004,교육/학원,여성,30대,56880
20191004,교육/학원,여성,40대,97670
20191004,교육/학원,여성,50대,27999
20191004,교육/학원,여성,60대,7859
20191004,미용,남성,20대,25994
20191004,미용,남성,30대,48650
20191004,미용,남성,40대,53687
20191004,미용,남성,50대,34887
20191004,미용,남성,60대,10281
20191004,미용,여성,20대,53698
20191004,미용,여성,30대,57492
20191004,미용,여성,40대,66281
20191004,미용,여성,50대,51401
20191004,미용,여성,60대,19513
20191004,백화점/상품권/아울렛,남성,20대,25163
20191004,백화점/상품권/아울렛,남성,30대,97918
20191004,백화점/상품권/아울렛,남성,40대,109220
20191004,백화점/상품권/아울렛,남성,50대,52942
20191004,백화점/상품권/아울렛,남성,60대,25178
20191004,백화점/상품권/아울렛,여성,20대,60172
20191004,백화점/상품권/아울렛,여성,30대,155051
20191004,백화점/상품권/아울렛,여성,40대,168089
20191004,백화점/상품권/아울렛,여성,50대,116383
20191004,백화점/상품권/아울렛,여성,60대,55084
20191004,스포츠/문화/레저,남성,20대,108873
20191004,스포츠/문화/레저,남성,30대,142692
20191004,스포츠/문화/레저,남성,40대,170313
20191004,스포츠/문화/레저,남성,50대,94977
20191004,스포츠/문화/레저,남성,60대,35168
20191004,스포츠/문화/레저,여성,20대,56753
20191004,스포츠/문화/레저,여성,30대,87292
20191004,스포츠/문화/레저,여성,40대,126108
20191004,스포츠/문화/레저,여성,50대,74535
20191004,스포츠/문화/레저,여성,60대,27165
20191004,여행/교통,남성,20대,32052
20191004,여행/교통,남성,30대,89215
20191004,여행/교통,남성,40대,119055
20191004,여행/교통,남성,50대,76282
20191004,여행/교통,남성,60대,28580
20191004,여행/교통,여성,20대,37614
20191004,여행/교통,여성,30대,65028
20191004,여행/교통,여성,40대,77348
20191004,여행/교통,여성,50대,51120
20191004,여행/교통,여성,60대,18129
20191004,요식/유흥,남성,20대,501368
20191004,요식/유흥,남성,30대,1110771
20191004,요식/유흥,남성,40대,1302353
20191004,요식/유흥,남성,50대,822168
20191004,요식/유흥,남성,60대,318061
20191004,요식/유흥,여성,20대,601994
20191004,요식/유흥,여성,30대,914001
20191004,요식/유흥,여성,40대,1109499
20191004,요식/유흥,여성,50대,696814
20191004,요식/유흥,여성,60대,244871
20191004,의료,남성,20대,64884
20191004,의료,남성,30대,304991
20191004,의료,남성,40대,415595
20191004,의료,남성,50대,303246
20191004,의료,남성,60대,243159
20191004,의료,여성,20대,120314
20191004,의료,여성,30대,334582
20191004,의료,여성,40대,372258
20191004,의료,여성,50대,325215
20191004,의료,여성,60대,221383
20191004,자동차,남성,20대,16899
20191004,자동차,남성,30대,55419
20191004,자동차,남성,40대,69557
20191004,자동차,남성,50대,52587
20191004,자동차,남성,60대,25501
20191004,자동차,여성,20대,8796
20191004,자동차,여성,30대,26029
20191004,자동차,여성,40대,33520
20191004,자동차,여성,50대,27168
20191004,자동차,여성,60대,10869
20191004,주유,남성,20대,55413
20191004,주유,남성,30대,184054
20191004,주유,남성,40대,272913
20191004,주유,남성,50대,235437
20191004,주유,남성,60대,126578
20191004,주유,여성,20대,26312
20191004,주유,여성,30대,77826
20191004,주유,여성,40대,111994
20191004,주유,여성,50대,105847
20191004,주유,여성,60대,45350
20191004,패션/잡화,남성,20대,13122
20191004,패션/잡화,남성,30대,28056
20191004,패션/잡화,남성,40대,35683
20191004,패션/잡화,남성,50대,23968
20191004,패션/잡화,남성,60대,12512
20191004,패션/잡화,여성,20대,32901
20191004,패션/잡화,여성,30대,42246
20191004,패션/잡화,여성,40대,54396
20191004,패션/잡화,여성,50대,47833
20191004,패션/잡화,여성,60대,25196
20191004,편의점,남성,20대,433199
20191004,편의점,남성,30대,750952
20191004,편의점,남성,40대,697193
20191004,편의점,남성,50대,347062
20191004,편의점,남성,60대,94422
20191004,편의점,여성,20대,300994
20191004,편의점,여성,30대,356747
20191004,편의점,여성,40대,363907
20191004,편의점,여성,50대,222092
20191004,편의점,여성,60대,63603
20191004,할인점/마트,남성,20대,149391
20191004,할인점/마트,남성,30대,532871
20191004,할인점/마트,남성,40대,752061
20191004,할인점/마트,남성,50대,512097
20191004,할인점/마트,남성,60대,288353
20191004,할인점/마트,여성,20대,176165
20191004,할인점/마트,여성,30대,506814
20191004,할인점/마트,여성,40대,729637
20191004,할인점/마트,여성,50대,640666
20191004,할인점/마트,여성,60대,353830
20191005,가전/가구,남성,20대,10425
20191005,가전/가구,남성,30대,32670
20191005,가전/가구,남성,40대,47899
20191005,가전/가구,남성,50대,40439
20191005,가전/가구,남성,60대,20512
20191005,가전/가구,여성,20대,11580
20191005,가전/가구,여성,30대,25290
20191005,가전/가구,여성,40대,32269
20191005,가전/가구,여성,50대,31777
20191005,가전/가구,여성,60대,15767
20191005,가정생활/서비스,남성,20대,497
20191005,가정생활/서비스,남성,30대,5192
20191005,가정생활/서비스,남성,40대,6699
20191005,가정생활/서비스,남성,50대,2713
20191005,가정생활/서비스,남성,60대,1122
20191005,가정생활/서비스,여성,20대,2183
20191005,가정생활/서비스,여성,30대,25013
20191005,가정생활/서비스,여성,40대,10857
20191005,가정생활/서비스,여성,50대,2318
20191005,가정생활/서비스,여성,60대,1141
20191005,교육/학원,남성,20대,8074
20191005,교육/학원,남성,30대,37002
20191005,교육/학원,남성,40대,68672
20191005,교육/학원,남성,50대,26541
20191005,교육/학원,남성,60대,5485
20191005,교육/학원,여성,20대,16367
20191005,교육/학원,여성,30대,43967
20191005,교육/학원,여성,40대,74589
20191005,교육/학원,여성,50대,21687
20191005,교육/학원,여성,60대,5591
20191005,미용,남성,20대,30308
20191005,미용,남성,30대,56031
20191005,미용,남성,40대,63658
20191005,미용,남성,50대,37517
20191005,미용,남성,60대,9736
20191005,미용,여성,20대,56250
20191005,미용,여성,30대,55465
20191005,미용,여성,40대,67950
20191005,미용,여성,50대,47623
20191005,미용,여성,60대,17120
20191005,백화점/상품권/아울렛,남성,20대,40346
20191005,백화점/상품권/아울렛,남성,30대,153965
20191005,백화점/상품권/아울렛,남성,40대,170048
20191005,백화점/상품권/아울렛,남성,50대,79819
20191005,백화점/상품권/아울렛,남성,60대,31127
20191005,백화점/상품권/아울렛,여성,20대,86096
20191005,백화점/상품권/아울렛,여성,30대,198642
20191005,백화점/상품권/아울렛,여성,40대,222108
20191005,백화점/상품권/아울렛,여성,50대,133230
20191005,백화점/상품권/아울렛,여성,60대,58107
20191005,스포츠/문화/레저,남성,20대,144431
20191005,스포츠/문화/레저,남성,30대,178452
20191005,스포츠/문화/레저,남성,40대,198639
20191005,스포츠/문화/레저,남성,50대,118774
20191005,스포츠/문화/레저,남성,60대,38124
20191005,스포츠/문화/레저,여성,20대,79137
20191005,스포츠/문화/레저,여성,30대,104028
20191005,스포츠/문화/레저,여성,40대,129957
20191005,스포츠/문화/레저,여성,50대,83355
20191005,스포츠/문화/레저,여성,60대,27446
20191005,여행/교통,남성,20대,39577
20191005,여행/교통,남성,30대,106719
20191005,여행/교통,남성,40대,126947
20191005,여행/교통,남성,50대,79160
20191005,여행/교통,남성,60대,29962
20191005,여행/교통,여성,20대,44613
20191005,여행/교통,여성,30대,76758
20191005,여행/교통,여성,40대,83456
20191005,여행/교통,여성,50대,54761
20191005,여행/교통,여성,60대,18597
20191005,요식/유흥,남성,20대,570496
20191005,요식/유흥,남성,30대,1219840
20191005,요식/유흥,남성,40대,1446830
20191005,요식/유흥,남성,50대,898627
20191005,요식/유흥,남성,60대,342291
20191005,요식/유흥,여성,20대,646948
20191005,요식/유흥,여성,30대,918921
20191005,요식/유흥,여성,40대,1136651
20191005,요식/유흥,여성,50대,703886
20191005,요식/유흥,여성,60대,243924
20191005,의료,남성,20대,42332
20191005,의료,남성,30대,206086
20191005,의료,남성,40대,284311
20191005,의료,남성,50대,186684
20191005,의료,남성,60대,108749
20191005,의료,여성,20대,84000
20191005,의료,여성,30대,219848
20191005,의료,여성,40대,237147
20191005,의료,여성,50대,178247
20191005,의료,여성,60대,95012
20191005,자동차,남성,20대,16598
20191005,자동차,남성,30대,54085
20191005,자동차,남성,40대,62391
20191005,자동차,남성,50대,42758
20191005,자동차,남성,60대,19527
20191005,자동차,여성,20대,9131
20191005,자동차,여성,30대,24412
20191005,자동차,여성,40대,27694
20191005,자동차,여성,50대,20011
20191005,자동차,여성,60대,7292
20191005,주유,남성,20대,59883
20191005,주유,남성,30대,194651
20191005,주유,남성,40대,267654
20191005,주유,남성,50대,222572
20191005,주유,남성,60대,110367
20191005,주유,여성,20대,28501
20191005,주유,여성,30대,77329
20191005,주유,여성,40대,107800
20191005,주유,여성,50대,100026
20191005,주유,여성,60대,41430
20191005,패션/잡화,남성,20대,18261
20191005,패션/잡화,남성,30대,36811
20191005,패션/잡화,남성,40대,47130
20191005,패션/잡화,남성,50대,31072
20191005,패션/잡화,남성,60대,14414
20191005,패션/잡화,여성,20대,43903
20191005,패션/잡화,여성,30대,48269
20191005,패션/잡화,여성,40대,67494
20191005,패션/잡화,여성,50대,51722
20191005,패션/잡화,여성,60대,24411
20191005,편의점,남성,20대,431356
20191005,편의점,남성,30대,717138
20191005,편의점,남성,40대,656903
20191005,편의점,남성,50대,328012
20191005,편의점,남성,60대,89050
20191005,편의점,여성,20대,290351
20191005,편의점,여성,30대,326312
20191005,편의점,여성,40대,340217
20191005,편의점,여성,50대,206004
20191005,편의점,여성,60대,59229
20191005,할인점/마트,남성,20대,160988
20191005,할인점/마트,남성,30대,619978
20191005,할인점/마트,남성,40대,894398
20191005,할인점/마트,남성,50대,597974
20191005,할인점/마트,남성,60대,309150
20191005,할인점/마트,여성,20대,190354
20191005,할인점/마트,여성,30대,528217
20191005,할인점/마트,여성,40대,783884
20191005,할인점/마트,여성,50대,662844
20191005,할인점/마트,여성,60대,348339
20191006,가전/가구,남성,20대,7144
20191006,가전/가구,남성,30대,23378
20191006,가전/가구,남성,40대,28087
20191006,가전/가구,남성,50대,20983
20191006,가전/가구,남성,60대,9742
20191006,가전/가구,여성,20대,8553
20191006,가전/가구,여성,30대,18608
20191006,가전/가구,여성,40대,22090
20191006,가전/가구,여성,50대,20436
20191006,가전/가구,여성,60대,9679
20191006,가정생활/서비스,남성,20대,237
20191006,가정생활/서비스,남성,30대,1797
20191006,가정생활/서비스,남성,40대,3648
20191006,가정생활/서비스,남성,50대,2402
20191006,가정생활/서비스,남성,60대,924
20191006,가정생활/서비스,여성,20대,688
20191006,가정생활/서비스,여성,30대,3402
20191006,가정생활/서비스,여성,40대,2772
20191006,가정생활/서비스,여성,50대,1716
20191006,가정생활/서비스,여성,60대,680
20191006,교육/학원,남성,20대,7012
20191006,교육/학원,남성,30대,30164
20191006,교육/학원,남성,40대,50212
20191006,교육/학원,남성,50대,21078
20191006,교육/학원,남성,60대,4084
20191006,교육/학원,여성,20대,12371
20191006,교육/학원,여성,30대,31209
20191006,교육/학원,여성,40대,52080
20191006,교육/학원,여성,50대,16279
20191006,교육/학원,여성,60대,4195
20191006,미용,남성,20대,24279
20191006,미용,남성,30대,45699
20191006,미용,남성,40대,53275
20191006,미용,남성,50대,28544
20191006,미용,남성,60대,6067
20191006,미용,여성,20대,42049
20191006,미용,여성,30대,40605
20191006,미용,여성,40대,50578
20191006,미용,여성,50대,32976
20191006,미용,여성,60대,9834
20191006,백화점/상품권/아울렛,남성,20대,41697
20191006,백화점/상품권/아울렛,남성,30대,164915
20191006,백화점/상품권/아울렛,남성,40대,185801
20191006,백화점/상품권/아울렛,남성,50대,85389
20191006,백화점/상품권/아울렛,남성,60대,32924
20191006,백화점/상품권/아울렛,여성,20대,80558
20191006,백화점/상품권/아울렛,여성,30대,194380
20191006,백화점/상품권/아울렛,여성,40대,217822
20191006,백화점/상품권/아울렛,여성,50대,134645
20191006,백화점/상품권/아울렛,여성,60대,55683
20191006,스포츠/문화/레저,남성,20대,137939
20191006,스포츠/문화/레저,남성,30대,165394
20191006,스포츠/문화/레저,남성,40대,186902
20191006,스포츠/문화/레저,남성,50대,113514
20191006,스포츠/문화/레저,남성,60대,38124
